,REF_DATE,GEO,Sex,Age group,Income source,Statistics,SCALAR_FACTOR,VALUE
22204,1976,British Columbia,Females,25 to 54 years,Total income,Median income (excluding zeros),units,27100.0
22279,1976,British Columbia,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,48900.0
22354,1976,British Columbia,Males,25 to 34 years,Total income,Median income (excluding zeros),units,60300.0
22429,1976,British Columbia,Females,25 to 34 years,Total income,Median income (excluding zeros),units,28600.0
22504,1976,British Columbia,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,60100.0
22579,1976,British Columbia,Males,35 to 44 years,Total income,Median income (excluding zeros),units,80500.0
22654,1976,British Columbia,Females,35 to 44 years,Total income,Median income (excluding zeros),units,24400.0
22729,1976,British Columbia,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,53500.0
22804,1976,British Columbia,Males,45 to 54 years,Total income,Median income (excluding zeros),units,71300.0
22879,1976,British Columbia,Females,45 to 54 years,Total income,Median income (excluding zeros),units,27100.0
22954,1976,British Columbia,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,41200.0
23029,1976,British Columbia,Males,55 to 64 years,Total income,Median income (excluding zeros),units,59500.0
23104,1976,British Columbia,Females,55 to 64 years,Total income,Median income (excluding zeros),units,20500.0
23179,1976,British Columbia,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,14100.0
23254,1976,British Columbia,Males,65 years and over,Total income,Median income (excluding zeros),units,19100.0
23329,1976,British Columbia,Females,65 years and over,Total income,Median income (excluding zeros),units,12500.0
23404,1976,"Québec, Quebec",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,33200.0
23479,1976,"Québec, Quebec",Males,16 years and over,Total income,Median income (excluding zeros),units,51300.0
23554,1976,"Québec, Quebec",Females,16 years and over,Total income,Median income (excluding zeros),units,21700.0
23629,1976,"Québec, Quebec",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,17200.0
23704,1976,"Québec, Quebec",Males,16 to 24 years,Total income,Median income (excluding zeros),units,16700.0
23779,1976,"Québec, Quebec",Females,16 to 24 years,Total income,Median income (excluding zeros),units,17700.0
23854,1976,"Québec, Quebec",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,49500.0
23929,1976,"Québec, Quebec",Males,25 to 54 years,Total income,Median income (excluding zeros),units,64300.0
24004,1976,"Québec, Quebec",Females,25 to 54 years,Total income,Median income (excluding zeros),units,29300.0
24079,1976,"Québec, Quebec",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,44600.0
24154,1976,"Québec, Quebec",Males,25 to 34 years,Total income,Median income (excluding zeros),units,60300.0
24229,1976,"Québec, Quebec",Females,25 to 34 years,Total income,Median income (excluding zeros),units,38200.0
24304,1976,"Québec, Quebec",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,53800.0
24379,1976,"Québec, Quebec",Males,35 to 44 years,Total income,Median income (excluding zeros),units,66900.0
24454,1976,"Québec, Quebec",Females,35 to 44 years,Total income,Median income (excluding zeros),units,22600.0
24529,1976,"Québec, Quebec",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,50600.0
24604,1976,"Québec, Quebec",Males,45 to 54 years,Total income,Median income (excluding zeros),units,66900.0
24679,1976,"Québec, Quebec",Females,45 to 54 years,Total income,Median income (excluding zeros),units,
24754,1976,"Québec, Quebec",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,31000.0
24829,1976,"Québec, Quebec",Males,55 to 64 years,Total income,Median income (excluding zeros),units,
24904,1976,"Québec, Quebec",Females,55 to 64 years,Total income,Median income (excluding zeros),units,
24979,1976,"Québec, Quebec",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,15000.0
25054,1976,"Québec, Quebec",Males,65 years and over,Total income,Median income (excluding zeros),units,
25129,1976,"Québec, Quebec",Females,65 years and over,Total income,Median income (excluding zeros),units,12600.0
25204,1976,"Montréal, Quebec",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,31700.0
25279,1976,"Montréal, Quebec",Males,16 years and over,Total income,Median income (excluding zeros),units,44600.0
25354,1976,"Montréal, Quebec",Females,16 years and over,Total income,Median income (excluding zeros),units,20600.0
25429,1976,"Montréal, Quebec",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,19200.0
25504,1976,"Montréal, Quebec",Males,16 to 24 years,Total income,Median income (excluding zeros),units,20800.0
25579,1976,"Montréal, Quebec",Females,16 to 24 years,Total income,Median income (excluding zeros),units,17600.0
25654,1976,"Montréal, Quebec",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,43800.0
25729,1976,"Montréal, Quebec",Males,25 to 54 years,Total income,Median income (excluding zeros),units,57900.0
25804,1976,"Montréal, Quebec",Females,25 to 54 years,Total income,Median income (excluding zeros),units,27000.0
25879,1976,"Montréal, Quebec",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,41200.0
25954,1976,"Montréal, Quebec",Males,25 to 34 years,Total income,Median income (excluding zeros),units,55500.0
26029,1976,"Montréal, Quebec",Females,25 to 34 years,Total income,Median income (excluding zeros),units,31300.0
26104,1976,"Montréal, Quebec",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,47600.0
26179,1976,"Montréal, Quebec",Males,35 to 44 years,Total income,Median income (excluding zeros),units,62500.0
26254,1976,"Montréal, Quebec",Females,35 to 44 years,Total income,Median income (excluding zeros),units,25200.0
26329,1976,"Montréal, Quebec",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,43900.0
26404,1976,"Montréal, Quebec",Males,45 to 54 years,Total income,Median income (excluding zeros),units,56800.0
26479,1976,"Montréal, Quebec",Females,45 to 54 years,Total income,Median income (excluding zeros),units,22600.0
26554,1976,"Montréal, Quebec",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,38400.0
26629,1976,"Montréal, Quebec",Males,55 to 64 years,Total income,Median income (excluding zeros),units,52500.0
26704,1976,"Montréal, Quebec",Females,55 to 64 years,Total income,Median income (excluding zeros),units,23200.0
26779,1976,"Montréal, Quebec",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,13400.0
26854,1976,"Montréal, Quebec",Males,65 years and over,Total income,Median income (excluding zeros),units,17500.0
26929,1976,"Montréal, Quebec",Females,65 years and over,Total income,Median income (excluding zeros),units,12000.0
27004,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,40000.0
27079,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,16 years and over,Total income,Median income (excluding zeros),units,59400.0
27154,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,16 years and over,Total income,Median income (excluding zeros),units,25600.0
27229,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,16500.0
27304,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,16 to 24 years,Total income,Median income (excluding zeros),units,14500.0
27379,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,16 to 24 years,Total income,Median income (excluding zeros),units,18300.0
27454,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,57600.0
27529,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,25 to 54 years,Total income,Median income (excluding zeros),units,71700.0
27604,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,25 to 54 years,Total income,Median income (excluding zeros),units,34600.0
27679,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,51500.0
27754,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,25 to 34 years,Total income,Median income (excluding zeros),units,60100.0
27829,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,25 to 34 years,Total income,Median income (excluding zeros),units,38800.0
27904,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,68600.0
27979,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,35 to 44 years,Total income,Median income (excluding zeros),units,84300.0
28054,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,35 to 44 years,Total income,Median income (excluding zeros),units,35400.0
28129,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,57900.0
28204,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,45 to 54 years,Total income,Median income (excluding zeros),units,82600.0
28279,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,45 to 54 years,Total income,Median income (excluding zeros),units,25800.0
28354,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,46300.0
28429,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,55 to 64 years,Total income,Median income (excluding zeros),units,69500.0
28504,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,55 to 64 years,Total income,Median income (excluding zeros),units,16700.0
28579,1976,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,27100.0
28654,1976,"Ottawa-Gatineau, Ontario/Quebec",Males,65 years and over,Total income,Median income (excluding zeros),units,31400.0
28729,1976,"Ottawa-Gatineau, Ontario/Quebec",Females,65 years and over,Total income,Median income (excluding zeros),units,16400.0
28804,1976,"Toronto, Ontario",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,35800.0
28879,1976,"Toronto, Ontario",Males,16 years and over,Total income,Median income (excluding zeros),units,52600.0
28954,1976,"Toronto, Ontario",Females,16 years and over,Total income,Median income (excluding zeros),units,21900.0
29029,1976,"Toronto, Ontario",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,18000.0
29104,1976,"Toronto, Ontario",Males,16 to 24 years,Total income,Median income (excluding zeros),units,21400.0
29179,1976,"Toronto, Ontario",Females,16 to 24 years,Total income,Median income (excluding zeros),units,12900.0
29254,1976,"Toronto, Ontario",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,47700.0
29329,1976,"Toronto, Ontario",Males,25 to 54 years,Total income,Median income (excluding zeros),units,64900.0
29404,1976,"Toronto, Ontario",Females,25 to 54 years,Total income,Median income (excluding zeros),units,28800.0
29479,1976,"Toronto, Ontario",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,44800.0
29554,1976,"Toronto, Ontario",Males,25 to 34 years,Total income,Median income (excluding zeros),units,59600.0
29629,1976,"Toronto, Ontario",Females,25 to 34 years,Total income,Median income (excluding zeros),units,31900.0
29704,1976,"Toronto, Ontario",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,49400.0
29779,1976,"Toronto, Ontario",Males,35 to 44 years,Total income,Median income (excluding zeros),units,70900.0
29854,1976,"Toronto, Ontario",Females,35 to 44 years,Total income,Median income (excluding zeros),units,27800.0
29929,1976,"Toronto, Ontario",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,51500.0
30004,1976,"Toronto, Ontario",Males,45 to 54 years,Total income,Median income (excluding zeros),units,70300.0
30079,1976,"Toronto, Ontario",Females,45 to 54 years,Total income,Median income (excluding zeros),units,26300.0
30154,1976,"Toronto, Ontario",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,42900.0
30229,1976,"Toronto, Ontario",Males,55 to 64 years,Total income,Median income (excluding zeros),units,62300.0
30304,1976,"Toronto, Ontario",Females,55 to 64 years,Total income,Median income (excluding zeros),units,22800.0
30379,1976,"Toronto, Ontario",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,16100.0
30454,1976,"Toronto, Ontario",Males,65 years and over,Total income,Median income (excluding zeros),units,22600.0
30529,1976,"Toronto, Ontario",Females,65 years and over,Total income,Median income (excluding zeros),units,12600.0
30604,1976,"Winnipeg, Manitoba",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,26800.0
30679,1976,"Winnipeg, Manitoba",Males,16 years and over,Total income,Median income (excluding zeros),units,46800.0
30754,1976,"Winnipeg, Manitoba",Females,16 years and over,Total income,Median income (excluding zeros),units,16300.0
